,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow
62,22-A-1583867,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,1.0,19,13,1583867.0,PHW52 X PHZ51,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,115.0,236.0,29500.0,13.87,126.8,13.1,NA,NA,NA,4.928,NA,NA,15.5,508.0,32.23,163.8,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check;Tattoo sensor,13-19
63,22-A-1583868,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,63.0,1.0,20,13,1583868.0,PHP02 X PHG47,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,100.0,196.0,31500.0,12.44,120.93,7.6,NA,NA,NA,4.283,NA,NA,16.5,560.0,24.836,139.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,13-20
64,22-A-1583869,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,48.0,1.0,21,13,1583869.0,PHN46 X PHK56,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,85.0,210.0,24000.0,14.52,129.39,15.3,NA,16.309,NA,4.91,2.654,NA,18.5,697.0,26.922,187.7,25.867,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,13-21
65,22-A-1583870,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,52.0,1.0,22,13,1583870.0,PHN46 X W606S,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,107.0,211.0,26000.0,13.5,119.16,16.1,NA,15.466,NA,4.825,2.793,NA,15.5,474.0,27.665,131.1,20.733,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,13-22
66,22-A-1583871,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,69.0,1.0,17,14,1583871.0,PHT69 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,92.0,194.0,34500.0,14.45,134.69,11.4,NA,17.565,NA,4.251,2.612,NA,14.5,478.0,24.519,117.2,17.8,NA,NA,NA,NA,NA,NA,NA,1.45,2022-10-16,Check;Tattoo sensor,14-17
67,22-A-1583872,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,74.0,1.0,18,14,1583872.0,B105 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,95.0,196.0,37000.0,15.86,140.83,15.6,NA,18.172,NA,4.422,2.605,NA,16.5,521.0,25.083,130.6,14.267,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Cob broke in pieces during shelling;Check;Tattoo sensor,14-18
68,22-A-1583873,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,70.0,1.0,19,14,1583873.0,N209 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,113.0,202.0,35000.0,14.03,130.63,11.5,NA,14.762,NA,4.419,2.332,NA,16.0,420.0,25.623,107.7,12.7,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check;Tattoo sensor,14-19
69,22-A-1583874,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,57.0,1.0,20,14,1583874.0,PIONEER 1311 AMXT,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,129.0,245.0,28500.0,13.92,123.31,15.8,NA,15.863,NA,4.842,2.62,NA,16.5,429.0,31.003,132.9,15.167,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,14-20
70,22-A-1583875,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,71.0,1.0,21,14,1583875.0,PHJ40 X LH82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,96.0,171.0,35500.0,10.44,103.9,5.4,NA,15.533,NA,4.376,2.621,NA,17.5,467.0,23.181,108.3,20.033,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,14-21
71,22-A-1583876,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,52.0,1.0,22,14,1583876.0,HOEGEMEYER 7089 AMXT,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,93.0,201.0,26000.0,14.79,136.46,12.3,NA,16.462,NA,4.366,2.448,NA,16.5,490.0,30.434,149.0,20.0,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,x - seed spilled during counting; re-started the counting so AKW would be accurate;Check,14-22
72,22-A-1583877,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,58.0,1.0,17,15,1583877.0,PHP02 X PHK76,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,90.0,196.0,29000.0,16.15,145.61,14.3,NA,15.457,NA,4.494,2.636,NA,14.0,461.0,30.803,142.0,20.367,NA,NA,NA,NA,NA,NA,NA,5.17,2022-10-16,Check,15-17
73,22-A-1583878,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,56.0,1.0,18,15,1583878.0,PHK56 X W606S,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,112.0,224.0,28000.0,17.32,150.69,17.3,NA,16.885,NA,4.624,2.628,NA,14.5,533.0,30.544,162.7,26.567,NA,NA,NA,NA,NA,NA,NA,8.93,2022-10-16,Check,15-18
74,22-A-1583879,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,1.0,19,15,1583879.0,PHK76 X LH145,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,87.0,171.0,31000.0,6.65,66.25,5.3,NA,16.178,NA,3.897,2.407,NA,14.5,427.0,23.638,100.9,17.867,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,15-19
75,22-A-1583880,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,1.0,20,15,1583880.0,PHK56 X LH82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,97.0,185.0,29500.0,16.44,150.82,12.8,NA,14.29,NA,4.311,2.417,NA,18.0,524.0,23.412,122.6,16.467,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,15-20
76,22-A-1583881,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,49.0,1.0,21,15,1583881.0,PHP02 X LH185,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,91.0,178.0,24500.0,8.96,89.17,5.4,NA,16.681,NA,4.465,2.611,NA,14.5,513.0,24.185,124.1,16.667,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,15-21
77,22-A-1583882,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,1.0,22,15,1583882.0,PHK76 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,102.0,183.0,29500.0,11.13,109.01,6.9,NA,15.091,NA,4.01,2.386,NA,15.2,394.0,23.838,94.0,13.933,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,15-22
78,22-A-1583883,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,60.0,1.0,17,16,1583883.0,PHK56 X PHJ89,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,82.0,214.0,30000.0,18.77,162.52,17.7,NA,15.57,NA,4.54,2.243,NA,13.5,507.0,31.216,158.4,19.033,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,16-17
79,22-A-1583884,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,58.0,1.0,18,16,1583884.0,PHN46 X PHB47,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,123.0,226.0,29000.0,20.29,180.16,15.6,NA,16.192,NA,4.71,2.731,NA,14.0,495.0,33.336,164.9,20.967,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,16-18
80,22-A-1583885,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,60.0,1.0,19,16,1583885.0,PIONEER P0589 AMXT,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,105.0,208.0,30000.0,20.51,184.49,14.5,NA,15.806,NA,4.571,2.411,NA,16.0,472.0,30.756,145.2,17.233,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,16-19
81,22-A-1583886,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,56.0,1.0,20,16,1583886.0,LH185 X LH82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,75.0,179.0,28000.0,16.01,140.47,16.6,NA,17.794,NA,4.663,2.668,NA,17.0,621.0,29.195,181.4,17.7,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,x - seed spilled during counting; re-started the counting so AKW would be accurate;Check,16-20
82,22-A-1585420,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,64.0,2.0,19,17,1585420.0,B73 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,111.0,225.0,32000.0,17.11,158.58,11.9,NA,18.544,NA,4.758,2.646,NA,18.0,651.0,25.709,167.4,22.1,NA,NA,NA,NA,NA,NA,NA,1.56,2022-10-16,Check,17-19
83,22-A-1585421,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,61.0,2.0,21,20,1585421.0,2369 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,109.0,236.0,30500.0,14.95,137.78,12.4,NA,17.014,NA,4.55,2.56,NA,16.5,592.0,24.702,146.2,18.267,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,20-21
84,22-A-1585422,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,49.0,2.0,21,23,1585422.0,PHW52 X LH185,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,82.0,198.0,24500.0,12.24,107.39,16.6,NA,16.261,NA,4.739,2.449,NA,15.0,481.0,32.883,158.2,16.533,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,23-21
85,22-A-1585423,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,64.0,2.0,18,28,1585423.0,LH195 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,104.0,210.0,32000.0,19.24,173.67,14.2,NA,15.875,NA,4.437,2.393,NA,17.5,518.0,25.724,133.2,14.433,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,28-18
86,22-A-1585424,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,65.0,2.0,22,27,1585424.0,B73 X PHN82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,108.0,209.0,32500.0,14.08,120.87,18.4,NA,16.245,NA,4.855,2.638,NA,17.0,614.0,29.397,180.5,27.7,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,27-22
87,22-A-1585425,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,61.0,2.0,22,29,1585425.0,2369 X LH123HT,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,128.0,241.0,30500.0,15.93,133.91,20.1,NA,16.659,NA,4.372,2.512,NA,14.5,540.0,26.214,141.5,22.933,NA,NA,NA,NA,NA,NA,NA,1.64,2022-10-16,Check,29-22
88,22-A-1585426,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,2.0,20,26,1585426.0,PHW52 X PHN82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,83.0,184.0,29500.0,18.39,155.16,19.8,NA,17.341,NA,4.666,2.507,NA,15.5,507.0,32.93,167.1,22.6,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,26-20
89,22-A-1585427,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,66.0,2.0,19,29,1585427.0,LH145 X LH162,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,95.0,206.0,33000.0,16.83,139.7,21.1,NA,15.331,NA,4.133,2.276,NA,13.0,394.0,29.712,117.1,17.6,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,29-19
90,22-A-1585428,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,54.0,2.0,19,30,1585428.0,LH74 X PHN82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,92.0,193.0,27000.0,13.31,121.82,13.0,NA,14.467,NA,4.423,2.423,NA,16.0,437.0,31.007,135.5,18.833,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Severe bend in ear. String used to measure ear length;Check,30-19
91,22-A-1585430,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,66.0,2.0,20,21,1585430.0,LH123HT X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,116.0,237.0,33000.0,12.67,119.96,10.0,NA,17.754,NA,4.354,2.592,NA,14.5,497.0,27.311,135.7,21.067,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,21-20
92,22-A-1585431,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,69.0,2.0,22,28,1585431.0,B37 X OH43,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,102.0,210.0,34500.0,4.8,47.82,5.3,NA,14.409,NA,4.738,2.725,NA,17.5,458.0,26.342,120.7,20.1,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,28-22
93,22-A-1585432,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,67.0,2.0,18,20,1585432.0,PHW52 X PHM49,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,109.0,224.0,33500.0,23.46,188.81,23.5,NA,15.93,NA,4.542,2.418,NA,13.5,411.0,35.231,144.8,20.0,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,20-18
94,22-A-1585434,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,2.0,17,30,1585434.0,B14A X MO17,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,115.0,237.0,29500.0,23.75,193.64,22.5,NA,18.394,NA,4.628,2.499,NA,14.5,564.0,29.096,164.1,26.1,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,30-17
95,22-A-1585435,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,65.0,2.0,18,27,1585435.0,PHB47 X PHK56,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,111.0,204.0,32500.0,15.15,138.82,12.9,NA,16.055,NA,4.201,2.187,NA,13.5,441.0,31.043,136.9,21.433,NA,NA,NA,NA,NA,NA,NA,1.54,2022-10-16,Check,27-18
96,22-A-1585437,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,57.0,2.0,17,24,1585437.0,LH195 X PHZ51,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,126.0,238.0,28500.0,12.33,103.13,20.5,NA,14.494,NA,4.323,2.455,NA,14.5,403.0,29.562,119.1,21.467,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,24-17
97,22-A-1585438,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,20,23,1585438.0,PHB47 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,87.0,204.0,31000.0,9.9,98.63,5.3,NA,15.43,NA,4.014,2.281,NA,14.5,362.0,24.304,87.9,11.333,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,23-20
98,22-A-1585439,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,2.0,18,21,1585439.0,PHB47 X LH185,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,95.0,210.0,29500.0,18.17,161.72,15.4,NA,19.102,NA,4.778,2.605,NA,13.0,540.0,35.148,189.8,22.933,NA,NA,NA,NA,NA,NA,NA,3.39,2022-10-16,Check,21-18
99,22-A-1585440,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,19,20,1585440.0,2369 X PHN82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,99.0,206.0,31000.0,13.55,126.3,11.4,NA,14.739,NA,4.535,2.677,NA,16.0,512.0,27.936,143.0,17.733,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,20-19
100,22-A-1585441,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,66.0,2.0,19,25,1585441.0,LH195 X LH123HT,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,106.0,222.0,33000.0,9.5,87.85,12.1,NA,14.618,NA,4.186,2.539,NA,14.0,375.0,28.579,107.3,18.267,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,25-19
101,22-A-1585442,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,22,18,1585442.0,F42 X MO17,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.0,31000.0,11.87,100.53,19.5,NA,16.933,NA,4.397,2.569,NA,15.0,546.0,25.36,138.5,20.667,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,18-22
102,22-A-1585443,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,20,24,1585443.0,WF9 X H95,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,108.0,186.0,31000.0,2.74,27.3,5.3,NA,9.442,NA,NA,1.932,NA,16.0,240.0,19.375,46.5,7.9,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,x - collect data;Check,24-20
103,22-A-1585444,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,55.0,2.0,22,21,1585444.0,LH82 X PHJ89,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,93.0,187.0,27500.0,10.13,99.33,6.8,NA,16.16,NA,4.354,2.352,NA,16.5,579.0,22.106,128.1,14.167,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,21-22
104,22-A-1585445,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,64.0,2.0,18,29,1585445.0,LH74 X PHM49,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,103.0,199.0,32000.0,15.34,128.95,20.1,NA,14.381,NA,4.292,2.182,NA,15.0,400.0,31.973,128.0,15.3,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,29-18
105,22-A-1585446,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,66.0,2.0,17,18,1585446.0,PHK56 X LH198,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,94.0,203.0,33000.0,19.84,173.03,17.1,NA,15.633,NA,4.782,2.504,NA,15.5,560.0,31.202,174.7,26.6,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,18-17
106,22-A-1585447,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,70.0,2.0,18,18,1585447.0,PHP02 X LH82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,93.0,172.0,35000.0,14.95,135.26,14.0,NA,NA,NA,3.974,2.455,NA,17.0,363.0,22.11,80.3,9.1,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,18-18
107,22-A-1585448,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,64.0,2.0,20,27,1585448.0,HOEGEMEYER 8065RR,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,72.0,182.0,32000.0,21.25,186.23,16.7,NA,16.541,NA,4.634,2.429,NA,15.5,549.0,31.851,175.0,16.567,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,27-20
108,22-A-1585449,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,68.0,2.0,22,17,1585449.0,PHK76 X LH82,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,94.0,188.0,34000.0,11.5,113.73,6.0,NA,16.201,NA,4.248,2.502,NA,16.5,509.0,24.614,125.4,15.6,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,17-22
109,22-A-1585450,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,52.0,2.0,19,22,1585450.0,LH82 X PHB47,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,91.0,202.0,26000.0,11.48,114.01,5.6,NA,16.879,NA,4.262,2.547,NA,16.5,606.0,21.464,130.0,18.467,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,22-19
110,22-A-1585452,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,19,21,1585452.0,B84 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,133.0,244.0,31000.0,9.65,95.94,5.5,NA,18.223,NA,4.65,2.668,NA,16.5,607.0,26.079,158.3,25.6,NA,NA,NA,NA,NA,NA,NA,8.06,2022-10-16,Check,21-19
111,22-A-1585453,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,69.0,2.0,22,26,1585453.0,LH123HT X PHB47,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,94.0,221.0,34500.0,11.28,105.14,11.4,NA,17.154,NA,3.998,2.407,NA,14.0,471.0,25.449,119.9,20.933,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,26-22
112,22-A-1585454,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,55.0,2.0,21,30,1585454.0,PHK56 X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,110.0,202.0,27500.0,17.79,161.71,13.6,NA,14.726,NA,4.508,2.304,NA,14.0,417.0,32.021,133.6,17.1,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,30-21
113,22-A-1585455,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,63.0,2.0,19,19,1585455.0,LH82 X W606S,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,103.0,189.0,31500.0,12.85,118.15,12.6,NA,17.567,NA,4.472,2.774,NA,17.5,585.0,21.737,127.2,18.0,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,19-19
114,22-A-1585456,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,64.0,2.0,18,25,1585456.0,B73 X PHZ51,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,131.0,246.0,32000.0,13.86,122.92,15.7,NA,16.426,NA,4.487,2.557,NA,16.0,541.0,27.585,149.2,22.433,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,25-18
115,22-A-1585457,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,70.0,2.0,17,20,1585457.0,PHZ51 X LH145,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,117.0,220.0,35000.0,8.95,89.17,5.3,NA,18.487,NA,4.156,2.687,NA,14.5,552.0,20.857,115.2,26.967,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,20-17
116,22-A-1585458,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,61.0,2.0,20,28,1585458.0,PHG39 X PHM49,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,91.0,193.0,30500.0,17.14,141.01,21.8,NA,17.243,NA,4.436,2.357,NA,15.0,519.0,31.882,165.5,22.033,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,28-20
117,22-A-1585459,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,57.0,2.0,19,26,1585459.0,2369 X PHP02,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,102.0,188.0,28500.0,11.0,107.51,7.1,NA,16.862,NA,4.291,2.426,NA,16.0,480.0,25.767,123.8,14.633,NA,NA,NA,NA,NA,NA,NA,3.51,2022-10-16,Check,26-19
118,22-A-1585460,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,57.0,2.0,17,22,1585460.0,LH198 X PHB47,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,100.0,227.0,28500.0,15.98,138.53,17.6,NA,15.609,NA,4.456,2.524,NA,13.5,466.0,29.821,139.0,24.767,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,22-17
119,22-A-1585461,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,55.0,2.0,18,17,1585461.0,PHP02 X PHN46,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,99.0,198.0,27500.0,17.71,155.95,16.3,NA,15.345,NA,5.112,2.776,NA,15.5,545.0,30.33,165.3,18.2,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,17-18
120,22-A-1585462,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,75.0,2.0,18,19,1585462.0,LH198 X PHZ51,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,118.0,236.0,37500.0,19.25,169.91,16.1,NA,14.911,NA,4.106,2.524,NA,12.5,291.0,32.305,93.9,21.633,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,19-18
121,22-A-1585463,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,61.0,2.0,22,23,1585463.0,B73 X PHM49,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,122.0,231.0,30500.0,11.71,97.2,21.1,NA,16.817,NA,4.567,2.44,NA,15.0,547.0,26.74,146.3,20.833,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,23-22
122,22-A-1585464,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,71.0,2.0,20,30,1585464.0,B37 X MO17,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,113.0,222.0,35500.0,12.49,110.11,16.2,NA,17.916,NA,4.285,2.504,NA,13.0,478.0,29.547,141.2,25.333,NA,NA,NA,NA,NA,NA,NA,1.41,2022-10-16,Check,30-20
123,22-A-1585465,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,59.0,2.0,20,19,1585465.0,PHK56 X LH185,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,109.0,234.0,29500.0,17.52,155.01,15.9,NA,15.619,NA,4.334,2.433,NA,13.0,414.0,28.388,117.4,16.433,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Check,19-20
124,22-A-1585467,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,68.0,2.0,20,17,1585467.0,SYNGENTA NK0760-3111,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,127.0,239.0,34000.0,18.46,166.82,14.1,NA,15.076,NA,4.533,2.427,NA,15.0,484.0,25.985,125.8,17.067,NA,NA,NA,NA,NA,NA,NA,1.47,2022-10-16,Check,17-20
125,22-A-1585468,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,66.0,2.0,21,21,1585468.0,B37 X H95,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,92.0,227.0,33000.0,4.11,40.95,5.3,NA,16.572,NA,4.752,2.829,NA,17.5,523.0,27.057,141.6,30.4,NA,NA,NA,NA,NA,NA,NA,6.06,2022-10-16,Check,21-21
126,22-A-1585469,Ames,Ames B1,0.0,Medium,150.0,LC_4232,17.5,62.0,2.0,20,22,1585469.0,2FACC X 3IIH6,2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,91.0,190.0,31000.0,12.31,119.28,7.9,NA,15.2,NA,4.469,2.568,NA,17.0,462.0,25.141,116.1,18.167,NA,NA,NA,NA,NA,NA,NA,0.0,2022-10-16,Severe bend in ear. String used to measure ear length;Check,22-20
